ut	nuts2
000239623900037	UKG3
000085591900066	DE60
000238805900016	ITH5
000188123700006	FRK2
000243915200003	FRF3
000230931500024	UKD3
000243379900003	ITI4
000085551900006	UKI3
000220510900041	IE05
000225482400037	DE91
000181924600078	NL32
000087796100089	DE94
000235284300006	FRJ1
000284056700019	ITI1
000263623400005	BE35
000235667300011	DED5
000237814500009	UKG3
000183446100003	DEB3
000177453200018	HU11
000241251600286	FRK2
000221319400047	NL33
000263010500002	SI03
000165572300037	UKD3
000249319700003	AT13
000250157300007	EL63
000272436600011	RS22
000239818000043	EL30
000220934900022	FRL0
000188380400024	UKJ1
000263629300013	FR10
000338305900107	ITC4
000252265105039	DK05
000232975900024	DEB3
000233272200001	ITG2
000244364600011	ITH5
000263851800018	UKI3
000247601600002	FRJ2
000240876600075	UKE3
000266501500013	ITH5
000225154200042	FRK2
000248028300065	ES70
000086909500002	DE40
000253720400062	FR10
000231563800035	PT16
000181498700019	UKK1
000171778600007	ITH5
000254209300005	DEB3
000223668700009	ITF3
000254423800028	ES52
000267467300021	DE71
000272831900001	NL41
000167177800007	ITC4
000257574800011	FR10
000315696000042	ITC1
000260778100082	FRK2
000184618600017	FRL0
000273228800118	DE30
000271649200004	CH01
000174015300006	UKH1
000268399800046	UKI3
000269313500067	ITC4
000268139400011	CH01
000171999600035	UKD3
000241839700047	SI04
000245434200030	SE12
000234849500026	FI1B
000246361100005	ITH3
000425525100042	FRK2
000231503700043	DE71
000221102000026	TR42
000090034400016	FRJ1
000233846100018	FRJ1
000247810800023	UKE1
000315720000028	UKI3
000259273400013	BG41
000229558100010	ES52
000246006600014	NL41
000240460100028	SE23
000230419100025	ES30
000226372300010	FRK2
000271951200011	UKK1
000181307000018	FRJ2
000221596000026	SK01
000265160700028	CY00
000255423400050	ES70
000221921200008	AT22
000227621300035	ITG1
000220873300200	UKD3
000262229500011	DED4
000233603700106	DE21
000337731900032	NL41
000224699400097	SE22
000225920400008	DE24
000168048600007	FRF1
000180869600001	PL91
000231523300017	ES42
000183212000003	NO08
000234973500094	NL21
000267580000041	ES70
000258021700019	FRK2
000088200200010	DEB3
000265464300010	FRB0
000222563100010	BE24
000272229400084	CH02
000271592300021	UKJ3
000165224500004	UKC1
000266351600033	DE72
000232617700008	FR10
000258399500050	UKM7
000263229400006	CH04
000222531800068	UKD3
000266954500018	ITF4
000351061700001	FR10
000221124300023	IE06
000178350400001	DE60
000224419200026	BE24
000260498401150	UKK1
000183669800051	UKK1
000268455900044	UKK1
000241907300006	UKD3
000244071400007	IE04
000272895400007	IE06
000182953200009	DE14
000241450600098	DE30
000252553600004	UKF1
000251038800012	UKJ1
000248966600002	ES24
000251109500046	PL21
000246123800001	ES30
000235136700007	UKJ2
000259791100003	CH01
000168372800004	DEA1
000240774900011	DEA2
000245532100004	BE33
000188553100011	DE60
000270967300024	DE71
000222145400119	DK01
000235248800002	DE12
000189218400006	DE80
000262358000038	FR10
000240680400046	FRL0
000238848600029	ES52
000266263300073	NL32
000250367500012	ES62
000258530100078	CH03
000252614300002	DE11
000264662900015	CH02
000177582600050	LT01
000184854400020	DEF0
000228514800023	UKH1
000262315700004	UKJ1
000254121400072	DE91
000234379000019	UKH1
000085165800005	UKD4
000270641600001	LT01
000187554500016	LT01
000242008800016	FR10
000258280700038	DEG0
000269379400039	CZ01
000181443300027	DE30
000226683800042	IE06
000171721100021	FRF1
000179775800025	CH04
000229751700051	PL21
000243804100014	DEF0
000271288900209	DE30
000237813000021	DE72
000230047400319	NL32
000235896600048	SE12
000224735200025	FI1B
000285747700003	BE23
000263598700026	EL52
000248780100005	SE12
000176308600001	UKJ1
000236954300004	FRG0
000244950900031	DEA2
000243862100025	ITG2
000271191200010	DE12
000229535200019	FRF3
000267632400047	AT22
000255125900101	TR32
000178571700020	FR10
000243789400030	FRF1
000174784400056	SE11
000226293900021	DE60
000258562000003	UKH2
000280543604017	ITC4
000184833500051	UKI3
000260675500038	PT17
000225785300029	DEA1
000260438800011	ES52
000089360800015	ITH5
000271556400001	CH02
000271978500016	IE06
000170425000006	DE30
000256231200008	ITC1
000186360500047	FRL0
000226283700004	AT13
000186471600023	NO06
000243005700011	PL62
000244854900026	DE21
000262979000019	UKE2
000226276700026	ES51
000272317700047	RS11
000173611600004	DK04
000267700100163	NO06
000275900300109	PL21
000171287300001	NL11
000259701800027	UKD6
000247284702174	IE05
000263071100013	UKH1
000231899200039	SE11
000087147100015	DEB3
000270726500005	ITH5
000183642900034	FRJ2
000254446200013	IE06
000245317100032	SK01
000221540900034	ITH5
000291445400141	UKH1
000229302700008	HU33
000229675900012	AT13
000235992500008	TR10
000179207000012	DE30
000243890800092	FR10
000252357400023	UKJ3
000259883900041	DEB3
000180018500014	DEA5
000247966600050	PL42
000228327900004	FRL0
000260398500136	DED2
000263084200013	DED2
000261121100013	FRH0
000221756000036	UKN0
000231016900070	DE12
000244530800098	ITF3
000208592900014	FRK2
000271834800106	ES11
000178376700007	FRJ2
000224209500021	ES30
000246341400036	PT16
000258273300008	ES61
000173973600006	UKK1
000220093900008	ES61
000221027500016	FR10
000227934800005	FRJ1
000269684400007	FRE1
000250590200028	UKC2
000225220500044	FI1B
000087796100098	ITH4
000249266200109	IE06
000220506600001	ES52
000248874600008	FI1D
000267798700117	UKH1
000245806800038	DE21
000237625700001	DK03
000181670900017	ES30
000236916200002	NL11
000232946700001	PT17
000245452900006	DE91
000254425200037	ES51
000170300100020	UKI3
000175757600105	PT17
000233826100026	UKJ1
000271666800076	UKM7
000185333200014	FR10
000253798800003	RS11
000265230900005	DE72
000267700100048	ES62
000178460500002	DE50
000246831600109	DE11
000222810700010	TR31
000088225700043	CH03
000247768600020	ES30
000243619600052	DE21
000258485700034	PT16
000253670500005	ES61
000248660400011	NO08
000248710700020	UKC1
000244117400050	DEA1
000238084000003	DE94
000256677600053	PT16
000320375800020	FR10
000272555700096	ES61
000234118900044	SE23
000183656900019	DE11
000223279300005	UKH1
000263372400021	PT17
000231256500012	NO08
000183406500037	FR10
000240667800028	CH04
000088125800050	SE11
000220150900033	FRB0
000266855800015	NL41
000251141100006	ITI1
000084587900042	DE72
000187619000003	NL41
000231255600006	UKG3
000182135400049	FR10
000171594800033	EE00
000221071700031	UKJ1
000263653400071	ITI2
000227441600024	FRH0
000241702400015	EL30
000265108900031	DEB3
000242742300065	FRE1
000267713800033	DEA5
000251580400002	FRF1
000171135900012	UKJ1
000269257800065	ES30
000168887500142	ES30
000285749900037	UKE3
000245347100011	EL63
000257614800042	DEB3
000233721500013	DE12
000243933600001	UKC2
000259413700016	TR51
000256251400022	IE06
000185116700039	FRI1
000184135900018	UKI3
000225769000014	UKM7
000260023900032	PT15
000256757000001	ES21
000304247800006	DK05
000225365900007	ITG1
000184346200008	UKD3
000359381300018	EL54
000168358500008	UKE4
000227421000016	PL51
000088796500043	DE30
000271360400064	ES30
000273229200091	PT17
000264201400017	FRI2
000168904200026	ITH3
000240496500084	ITF4
000269914600031	UKH1
000176089200037	ES30
000243268100014	DEB3
000275073000017	PL41
000227509100024	ITG2
000243157900048	DE71
000235744500057	EL63
000264739000030	DEA1
000221756600007	DE23
000241248000005	SE23
000247378600097	BE24
000333381400018	CZ01
000267439500025	FI1C
000237328000011	NL41
000266560900007	ES11
000085374500001	ES52
000177921000026	UKD6
000089688700004	ITI3
000182284400088	FRK2
000189011800021	PT16
000258791500015	CH01
000182399700049	DE11
000248484600007	UKN0
000188617000031	SE12
000253478500009	ES30
000270009300002	DE26
000238727100004	DE23
000168891800015	ITH5
000250497000032	RO32
000259187600017	DE24
000224520600023	SE11
000262019400067	UKH1
000262895400017	FRH0
000229170500076	DEA2
000084534300017	FRF1
000248980100019	FR10
000207735200032	UKD3
000261742900011	CH03
000228140600012	AT22
000267394700022	DEE0
000231860900002	UKF2
000242390600001	UKI3
000086373000017	ITI3
000272325800023	ES51
000267527800040	FI1C
000267460100031	DEA2
000207809100005	ITF3
000241251601119	DEA2
000223680200028	FI1D
000246608200081	UKM8
000182652900011	UKF1
000168831200124	NL33
000237581900261	HU11
000245038000033	DEA2
000260620300015	UKK1
000237762800003	DE72
000223010000008	UKH2
000167087300005	AT13
000189231900018	RO32
000258497900024	RO11
000253741600019	TR10
000259025900028	FRF3
000086060500110	UKD3
000257330100026	DED2
000235014700085	DE26
000249941300003	PL51
000230297800025	PT11
000184748600021	DE30
000181518200038	CH04
000229277000021	ITC4
000244008900038	TR51
000260264000019	DE21
000247353200018	UKI3
000240177800021	DEA1
000234185700025	LT01
000260776600004	CH01
000240853200021	PL71
000224391600003	NL41
000255834800138	ITH5
000251619600032	ITI4
000221394600013	DEB3
000240602500010	ES13
000246842100008	CZ01
000090132900005	FRJ2
000232761500020	NL32
000165270200024	DK01
000177502700031	SE12
000085707000074	UKD7
000168215400023	FRK2
000272141900012	EL30
000240892300008	PT17
000170017700021	FRI1
000176637000005	DE11
000231550000049	AT31
000259098000036	MK00
000243833600032	DED2
000263468300074	FI19
000231564500080	UKJ1
000182045800015	FR10
000182682700034	BE24
000236467300017	ITG1
000228944600011	BE24
000172204400005	DE30
000224633400014	UKE4
000176702300020	FRF1
000088068900006	DEA4
000258993000009	PL71
000223820200028	SI04
000223713700012	PT11
000267672500040	ES30
000256531600001	ITC3
000249170700003	DEA2
000257796100109	UKH1
000240855100021	FRD2
000186232600042	DE11
000282402900007	BE23
000184695100004	DEA2
000182870300007	ES30
000263222900074	ITH2
000165578400010	FRF1
000261582400017	DEA1
000169398900016	BE24
000284711800009	DEB3
000223930900003	DEG0
000249155300029	FI19
000260438200033	HU33
000223941200014	CH04
000177455000029	UKJ1
000233458900022	ES52
000174181900014	DE30
000227448200041	NL11
000243655000007	UKG3
000243466000004	UKM7
000245005400055	ES52
000090087100015	DE25
000225662000045	DEG0
000244008100004	FR10
000176258200010	ITH4
000232270300001	RO21
000240177800007	ES51
000247148200015	DEA2
000241723600090	FRK2
000239404800008	ITH3
000232092000013	ES30
000167914400050	NL41
000188857000002	UKH1
000180777200017	HU11
000250351900021	DEB3
000186532000012	DE91
000225426300002	FRC2
000237938700028	SE12
000183223500005	FRK2
000256706200019	DE13
000259236100013	ITF3
000252112500014	ITH5
000182035100124	CH01
000224926000048	DEF0
000230931500024	UKE3
000089085100001	PL91
000245677700014	ITI4
000260114000032	HU21
000220552600012	SE31
000250151900044	ES30
000241425700024	TRB1
000234468200011	NL41
000242398600007	DEB3
000179097700001	AT13
000267635500082	CZ01
000184638700018	UKE4
000260612700016	BE33
000233021900041	DEG0
000268139500007	FRJ2
000263765100046	DED2
000262324400006	SE12
000271907800002	DE24
000224855900037	NL32
000326311400027	IE06
000272904100010	DE71
000256706200053	BE24
000269252700004	DEA1
000088788000028	DE91
000261392800011	FRE2
000259295100001	FRG0
000230665200002	EL30
000249596500002	ITH1
000263409400036	FR10
000233133500042	NL22
000233762700037	ES52
000254426600003	TR10
000236838800015	DEA2
000270636800008	BE22
000234058600042	DEA2
000085591900002	UKJ2
000253749200007	CZ01
000275384102171	DK05
000223272900006	ITF6
000232327800206	DED2
000089813800072	NL32
000264662900006	DE14
000220774400004	DE30
000220659800005	UKF2
000263648200014	PT16
000227993600007	DE25
000223817700007	SE23
000220573800076	CH04
000262886800015	DE14
000257289700075	AT22
000253166200028	FI1B
000280505101283	NL11
000221210100024	DEG0
000252126600005	ES30
000174676400003	DE30
000267439500006	UKF1
000183741700008	SE23
000234928500044	UKH1
000227914200053	EL30
000270353800023	UKN0
000238249000019	NO08
000252757100008	NL41
000234919800006	DE21
000254587500007	EL63
000270746400012	DEG0
000262200700090	IE05
000251678800046	DE11
000265225700004	DE11
000267099100001	ITC3
000268363500010	PL91
000183159100067	DEA3
000177470700002	UKE3
000230413800002	BE24
000175087000054	CZ01
000249313100031	FRK2
000226207200013	HU11
000176076500003	NL31
000238386000031	ITC4
000247624700071	DE21
000183966300017	FRG0
000239032800017	SE23
000255506900002	LT01
000176470000006	CZ01
000269625800031	FI1B
000252181700013	FRF1
000265528800001	FRL0
000232413300058	FRK2
000189013400074	CH04
000225438200010	PL21
000178889900044	ITC4
000232344100051	CZ01
000188995700005	UKD3
000265829300065	DEA2
000263319600035	FR10
000231321200014	ITC1
000242620800018	BE24
000241702400015	EL54
000248803300019	DE72
000177188300004	DE50
000241251600105	DE26
000175893500026	ES42
000177972500093	ITH5
000266736400026	CH04
000267431700078	TRA1
000174433000002	ES52
000256763400010	DEA5
000254565900018	ITI3
000237155200002	UKM8
000263311300014	DEB3
000173218400014	DEB3
000243692700019	CZ02
000240877000047	DEB3
000252299500099	ITH5
000231178000035	ITC1
000237155800073	FRK2
000260859400006	AT22
000271765300009	DEC0
000254169500059	NL41
000272560700011	ES11
000258603900020	NL31
000253761500107	UKI3
000273995000015	UKE3
000176009900013	UKJ1
000257374900001	DE13
000253728100013	UKD3
000178148600003	FR10
000171565000025	UKJ1
000267859700005	FRL0
000172763700010	AT13
000240892300002	CH02
000185941000026	UKI3
000253410100013	UKJ3
000256531600001	FR10
000231517000062	BE24
000252773000002	UKI6
000262246400089	PT11
000253339700001	ES30
000185137100013	DE11
000269235100031	FI1D
000168741500061	ITH3
000262263200023	PL91
000250605900009	DK01
000260777600030	DE92
000244817100010	AT13
000273490400010	TR51
000269281600021	CH04
000224172500004	FRJ2
000263320600018	BE21
000246432800017	DEB3
000258379300001	DE27
000252503700013	PT16
000224907100010	FRK2
000089360700003	FRF3
000184064400037	ES61
000270208400008	PL22
000414847100040	DE14
000185897800018	FRC2
000249133700003	ITF3
000170305200046	DEA5
000172746500023	UKM5
000238732700006	LT02
000248984800008	UKJ1
000268405000017	DEA2
000270746400025	ES30
000178125900025	DE11
000224629300031	ES30
000236176200013	FRK2
000250136700004	DE25
000222418200018	DE11
000248314500008	FRK2
000258606600007	FRF1
000184551300023	DED2
000260705900004	UKD3
000262187600016	FRJ2
000183239800046	DEA2
000231786200018	ITI4
000254858200031	ITI3
000246890900001	DE12
000250725500019	PL91
000167401600036	AT13
000262200700090	ES51
000341814400011	UKJ1
000254938100016	LT01
000183660800015	UKH1
000175284000031	DEA1
000249834900007	DK04
000178192300029	ES52
000265711700039	SE11
000298552800042	SE12
000175676900012	DK03
000173478200063	UKJ1
000180805300015	UKJ1
000167378300058	RO32
000184548700007	NL11
000269331300017	BG41
000263409400024	FRJ1
000247619200018	FR10
000242479700017	UKD3
000169163600021	EL43
000255457100037	FR10
000244208700002	NL41
000230596000072	UKM8
000244530900030	AT13
000265755800045	AT13
000265839000077	ES41
000269424200029	CH01
000177972500011	DEB3
000265921400092	FRG0
000245806800001	ES30
000266081000020	FRI1
000259968600006	HU11
000177688900039	UKM8
000165701600008	DEA1
000250989600018	DEE0
000245723900002	LT01
000259195200060	DE21
000255702600050	HU11
000315413800014	FRH0
000264792100050	UKK1
000250688100002	DEA4
000262538800005	DEA1
000243914400029	EL30
000276009500022	ITI2
000269063100025	ES51
000240050300006	FR10
000165166300006	UKC2
000242931300022	ITF6
000263460800008	NL22
000089453800038	AT33
000273448600007	BE10
000168803600024	ITC4
000258980200055	HU11
000184140700007	DK03
000260398300017	DEC0
000254144700027	DE30
000167198800011	UKI3
000225706900032	ITF5
000284746800084	TR83
000226735400006	DEA4
000236873602126	DK05
000260125500140	UKH1
000174181400050	CH04
000178382500127	ITC1
000222658800040	DE11
000242409400101	ES12
000232743700009	FR10
000174552800016	FRF1
000237951800002	ES51
000244587800005	FI1C
000239286700014	FRK2
000238409300010	BE21
000244207000012	UKH1
000247767500029	DEB3
000224875300004	BE24
000241405400059	UKJ3
000176127000012	DE25
000295768600002	ITH5
000178548800022	ES52
000260941700066	BE24
000243246400002	FRI3
000262978000040	ES30
000256308200015	DE11
000257766500048	ES51
000259883900041	DEA1
000185413200028	FRC1
000221978500014	DK02
000184400400099	DE71
000239106900006	DE91
000223109500037	DE11
000264090900079	DK01
000245280100038	FRK2
000259380600012	DEB3
000225477800152	BE21
000181017700031	DK02
000263468800074	FRE1
000240238800050	UKE3
000231551700027	SE23
000189108100002	DEE0
000263893800072	ITF6
000246775900097	ITF6
000242297300003	FR10
000233079200022	HU33
000235772300090	HU11
000269655300017	UKJ1
000269723200086	DEA2
000173907500044	DE72
000188245200025	DE26
000180503500019	ITC4
000221273800095	UKE3
000264768200085	FRK2
000251830200011	DK03
000247966400048	ES30
000254563600146	FR10
000175709100034	DE80
000247762000012	SI03
000183901700029	ITC4
000230503500019	ES30
000267166600079	UKD4
000238249000014	DED2
000085998900018	FRK2
000251916100020	UKE3
000266218600012	DE21
000260855900065	DE80
000182453700033	FRK2
000263299600045	CH01
000254733800017	DE25
000270436900012	DEA2
000223025900029	FR10
000227933800015	CH02
000265030000001	ES30
000265814500003	TR62
000227845700027	CZ01
000254550300032	FRF3
000229858500059	ES51
000273347700017	FRG0
000232995600012	FI1B
000241248000086	DE30
000234020500024	FRK2
